c1.diseaseId	c1.name	c1.STY	c1.MESH	c1.diseaseClassName	c1.doName	c1.type	c1.OMIM	c2.symbol	c2.geneId	c2.uniprotId	c2.description	c2.DPI	c2.DSI	c2.pantherName	c0.score	c0.EI	c0.Npmids	c0.Nsnps	c0.source	c3.Ndiseases
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PTEN	5728	P60484	phosphatase and tensin homolog	0.857	0.324	phosphatase; hydrolase	0.0093407106632454	1.0	34	0	ALL	818
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	USP24	23358	Q9UPU5	ubiquitin specific peptidase 24	0.179	0.838	null	0.00892060343245525	1.0	6	2	ALL	5
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	IL10	3586	P22301	interleukin 10	0.964	0.297	signaling molecule	0.0088694462751426	1.0	7	0	ALL	1073
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	NOS2	4843	P35228	nitric oxide synthase 2	0.964	0.383	null	0.0088694462751426	1.0	6	2	ALL	457
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ZNF645	158506	Q8N7E2	zinc finger protein 645	0.679	0.506	ligase	0.0087912570948192	1.0	32	1	ALL	134
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MUL1	79594	Q969V5	mitochondrial E3 ubiquitin protein ligase 1	0.679	0.506	null	0.0087912570948192	1.0	32	1	ALL	134
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	DRD4	1815	P21917	dopamine receptor D4	0.536	0.497	receptor	0.0085947194909295	1.0	7	0	ALL	147
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	IFNG	3458	P01579	interferon gamma	0.929	0.315	signaling molecule	0.0084223070213417	1.0	5	0	ALL	896
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PTGS2	5743	P35354	prostaglandin-endoperoxide synthase 2	0.893	0.332	oxidoreductase	0.0084223070213417	1.0	3	0	ALL	754
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	GSTO2	119391	Q9H4Y5	glutathione S-transferase omega 2	0.607	0.633	oxidoreductase; signaling molecule; cytoskeletal protein; transferase; isomerase; nucleic acid binding	0.0083199927067164	0.75	5	2	ALL	38
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TFAM	7019	Q00059	transcription factor A, mitochondrial	0.643	0.575	transcription factor; signaling molecule; nucleic acid binding	0.0083199927067164	1.0	6	1	ALL	68
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CHM	1121	P24386	CHM, Rab escort protein 1	0.393	0.623	transferase; enzyme modulator	0.008241803526393	0.933	30	0	ALL	42
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PARK3	5072	null	Parkinson disease 3 (autosomal dominant, Lewy body)	0.036	0.889	null	0.0082130927717585	0.9	10	0	ALL	3
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	SNCB	6620	Q16143	synuclein beta	0.321	0.684	membrane traffic protein; chaperone	0.00816193561444585	0.818	13	1	ALL	23
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PACRG	135138	Q96M98	parkin coregulated	0.357	0.727	null	0.0081475802371286	1.0	4	1	ALL	15
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PARP1	142	P09874	poly(ADP-ribose) polymerase 1	0.893	0.428	ligase; nucleic acid binding	0.0081475802371286	1.0	4	0	ALL	291
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	NEDD9	4739	Q14511	neural precursor cell expressed, developmentally down-regulated 9	0.643	0.569	null	0.00809642307981595	1.0	2	1	ALL	72
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	GSTO1	9446	P78417	glutathione S-transferase omega 1	0.679	0.575	oxidoreductase; signaling molecule; cytoskeletal protein; transferase; isomerase; nucleic acid binding	0.0080452659225033	1.0	5	0	ALL	68
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	GRN	2896	P28799	granulin precursor	0.714	0.449	null	0.00788720883023275	0.8	10	2	ALL	237
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	USP40	55230	Q9NVE5	ubiquitin specific peptidase 40	0.036	0.93	null	0.00782169629560285	1.0	2	1	ALL	2
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CCKAR	886	P32238	cholecystokinin A receptor	0.429	0.619	receptor	0.00782169629560285	1.0	2	0	ALL	44
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ND1	4535	P03886	NADH dehydrogenase, subunit 1 (complex I)	0.679	0.484	oxidoreductase	0.00754696951138975	null	3	0	ALL	167
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ND5	4540	P03915	NADH dehydrogenase, subunit 5 (complex I)	0.643	0.49	oxidoreductase	0.00754696951138975	null	3	0	ALL	157
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MTR	4548	Q99707	5-methyltetrahydrofolate-homocysteine methyltransferase	0.75	0.45	transferase; oxidoreductase; lyase	0.0074958123540771	1.0	3	1	ALL	235
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	NDUFV2	4729	P19404	NADH:ubiquinone oxidoreductase core subunit V2	0.5	0.553	oxidoreductase	0.0074958123540771	1.0	3	1	ALL	84
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	SYNM	23336	O15061	synemin	0.393	0.651	cytoskeletal protein; structural protein	0.0074176231737537	0.963	27	0	ALL	32
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	GSTM3	2947	P21266	glutathione S-transferase mu 3	0.75	0.529	null	0.007221085569864	null	3	0	ALL	107
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CNR1	1268	P21554	cannabinoid receptor 1	0.714	0.471	receptor	0.006839458850693	0.8	5	0	ALL	190
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PRNP	5621	F7VJQ1;P04156	prion protein	0.929	0.433	null	0.0067371445360677	1.0	8	2	ALL	278
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MIR133B	442890	null	microRNA 133b	0.464	0.616	null	0.00651357490916725	1.0	5	0	ALL	45
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	SPR	6697	P35270	sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)	0.357	0.586	oxidoreductase	0.00651357490916725	1.0	5	2	ALL	61
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ESR1	2099	P03372	estrogen receptor 1	0.893	0.339	transcription factor; receptor; nucleic acid binding	0.0064624177518546	1.0	7	1	ALL	702
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CYP1A2	1544	P05177	cytochrome P450 family 1 subfamily A member 2	0.893	0.482	oxidoreductase	0.0061876909676415	0.6	6	2	ALL	170
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CALB1	793	P05937	calbindin 1	0.536	0.657	calcium-binding protein	0.0061876909676415	1.0	5	1	ALL	30
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PLA2G6	8398	O60733	phospholipase A2 group VI	0.821	0.439	enzyme modulator; hydrolase	0.0061876909676415	1.0	7	2	ALL	262
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	VDR	7421	P11473	vitamin D (1,25- dihydroxyvitamin D3) receptor	0.893	0.36	transcription factor; receptor; nucleic acid binding	0.00596412134074105	1.0	4	0	ALL	573
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	GRIN2B	2904	Q13224	glutamate ionotropic receptor NMDA type subunit 2B	0.464	0.539	transporter; receptor	0.0059129641834284	1.0	5	2	ALL	97
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	NFE2L2	4780	Q16236	nuclear factor, erythroid 2 like 2	0.857	0.411	transcription factor; cytoskeletal protein; protease; nucleic acid binding; hydrolase	0.0057037499338452	0.917	13	0	ALL	345
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ADH1C	126	P00326	alcohol dehydrogenase 1C (class I), gamma polypeptide	0.714	0.52	oxidoreductase	0.00568939455652795	1.0	2	1	ALL	117
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	HP	3240	P00738	haptoglobin	0.857	0.448	protease; enzyme modulator; hydrolase; signaling molecule; calcium-binding protein; receptor	0.00568939455652795	1.0	2	0	ALL	239
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	SIAH1	6477	Q8IUQ4	siah E3 ubiquitin protein ligase 1	0.5	0.654	ligase	0.00568939455652795	1.0	2	0	ALL	31
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	LMX1B	4010	O60663	LIM homeobox transcription factor 1 beta	0.5	0.536	cytoskeletal protein; nucleic acid binding	0.0056382373992153	1.0	4	0	ALL	100
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CAST	831	P20810	calpastatin	0.821	0.54	enzyme modulator	0.0056382373992153	0.667	3	4	ALL	96
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	FRAXE	2481	null	fragile site, folic acid type, rare, fra(X)(q28) E	0.357	0.628	null	0.00541466777231485	1.0	2	0	ALL	40
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	IDE	3416	P14735	insulin degrading enzyme	0.536	0.623	protease; hydrolase	0.00541466777231485	1.0	1	0	ALL	42
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	HIVEP3	59269	Q5T1R4	human immunodeficiency virus type I enhancer binding protein 3	0.464	0.703	transcription factor; nucleic acid binding	0.00541466777231485	1.0	2	0	ALL	19
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CCL2	6347	P13500	C-C motif chemokine ligand 2	0.929	0.343	signaling molecule	0.00541466777231485	1.0	3	0	ALL	677
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	NRTN	4902	Q99748	neurturin	0.357	0.688	signaling molecule	0.0052198089000489	1.0	19	0	ALL	22
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	GAD1	2571	Q99259	glutamate decarboxylase 1	0.714	0.511	lyase	0.00520545352273165	1.0	9	0	ALL	128
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TARDBP	23435	Q13148	TAR DNA binding protein	0.643	0.508	null	0.005154296365419	1.0	11	2	ALL	132
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MTIF3	219402	Q9H2K0	mitochondrial translational initiation factor 3	0.143	0.889	nucleic acid binding	0.00513994098810175	null	1	0	ALL	3
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	HTR6	3362	P50406	5-hydroxytryptamine receptor 6	0.286	0.661	receptor	0.00513994098810175	null	1	0	ALL	29
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CCL5	6352	P13501	C-C motif chemokine ligand 5	0.821	0.409	signaling molecule	0.00513994098810175	null	2	0	ALL	353
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TF	7018	P02787	transferrin	0.786	0.542	transfer/carrier protein; protease; hydrolase	0.00513994098810175	null	2	2	ALL	94
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	YWHAH	7533	Q04917	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta	0.393	0.734	chaperone	0.00513994098810175	null	1	0	ALL	14
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CYP2D7	1564	A0A087X1C5	cytochrome P450 family 2 subfamily D member 7 (gene/pseudogene)	0.357	0.75	null	0.0050887838307891	1.0	3	0	ALL	12
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	FTL	2512	P02792	ferritin light chain	0.571	0.54	storage protein	0.0050887838307891	0.0	2	0	ALL	96
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ASCL1	429	P50553	achaete-scute family bHLH transcription factor 1	0.679	0.531	transcription factor; nucleic acid binding	0.0050887838307891	1.0	2	0	ALL	105
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	COX2	4513	P00403	cytochrome c oxidase subunit II	0.893	0.372	oxidoreductase	0.0050887838307891	1.0	3	0	ALL	507
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MTRR	4552	Q9UBK8	5-methyltetrahydrofolate-homocysteine methyltransferase reductase	0.786	0.461	null	0.0050887838307891	1.0	2	2	ALL	211
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CACNA1A	773	O00555	calcium voltage-gated channel subunit alpha1 A	0.679	0.502	transporter	0.0050887838307891	1.0	3	0	ALL	140
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	FBXO7	25793	Q9Y3I1	F-box protein 7	0.357	0.623	null	0.0048795695812059	1.0	10	6	ALL	42
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CHRNA4	1137	P43681	cholinergic receptor nicotinic alpha 4 subunit	0.679	0.523	transporter; receptor	0.004814057046576	null	2	0	ALL	114
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CYP1B1	1545	Q16678	cytochrome P450 family 1 subfamily B member 1	0.821	0.464	oxidoreductase	0.004814057046576	null	2	0	ALL	203
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	EPHX1	2052	P07099	epoxide hydrolase 1	0.857	0.484	null	0.004814057046576	null	2	0	ALL	167
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	FTH1	2495	P02794	ferritin heavy chain 1	0.5	0.628	storage protein	0.004814057046576	null	2	0	ALL	40
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	FUT1	2523	P19526	fucosyltransferase 1 (H blood group)	0.643	0.542	transferase	0.004814057046576	null	2	0	ALL	94
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	GSTZ1	2954	O43708	glutathione S-transferase zeta 1	0.5	0.703	null	0.004814057046576	null	2	0	ALL	19
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ATP6	4508	P00846	ATP synthase F0 subunit 6	0.607	0.536	null	0.004814057046576	null	2	0	ALL	100
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	COX1	4512	P00395	cytochrome c oxidase subunit I	0.821	0.453	oxidoreductase	0.004814057046576	null	2	0	ALL	228
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TRNG	4563	null	tRNA	0.321	0.779	null	0.004814057046576	null	2	0	ALL	9
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	UNC5C	8633	O95185	unc-5 netrin receptor C	0.429	0.661	receptor	0.004814057046576	null	2	0	ALL	29
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CCKBR	887	P32239	cholecystokinin B receptor	0.5	0.568	receptor	0.004814057046576	null	2	0	ALL	73
